index,price
318,10426353
319,22654676
320,14667835
321,11324142
322,17152440
323,10745644
324,16188514
325,36478326
326,20477676
327,13987741
328,14565538
329,13083683
330,14081740
331,21630991
332,9007450
333,12494033
334,12774430
335,14428774
336,20255815
337,24765730
338,8567269
339,34821999
340,13381537
341,6793972
342,15584551
343,20957025
344,17708888
345,13754397
346,11619018
347,11513153
348,11213091
349,10921890
350,15496746
351,16010080
352,16972595
353,9440890
354,7496460
355,16256478
356,25037099
357,24958439
358,16077522
359,15858221
360,7534820
361,14386903
362,8870917
363,13466381
364,16507640
365,18071756
366,23062936
367,13001801
368,11400073
369,8855246
370,10204898
371,14880430
372,23111076
373,12512945
374,17396101
375,15780021
376,10288451
377,9138899
378,14810821
379,16116460
380,22087349
381,12006745
382,11535464
383,11909389
384,12563897
385,14711097
386,16165154
387,16792086
388,16829857
389,16070736
390,9701617
391,11142317
392,10290748
393,16970636
394,18038886
395,9617556
396,13262454
397,18751305
398,20378537
399,14779160
400,9921094
401,12403747
402,18514268
403,20123635
404,12903588
405,29733663
406,12921756
407,12852477
408,30319173
409,13053131
410,28813169
411,18165649
412,14980066
413,6573243
414,20947301
415,8365391
416,15204952
417,12916899
418,18020729
419,15854505
420,26848149
421,16487869
422,19313116
423,17756399
424,12719361
425,19903102
426,19129346
427,29463619
428,15814891
429,13217715
430,14535378
431,7822404
432,18257868
433,25901835
434,12662198
435,22911296
436,12792110
437,11371629
438,17115217
439,14151226
440,20616353
441,12876817
442,17597384
443,24208663
444,8915635
445,12281985
446,20206977
447,23758689
448,15536929
449,11441212
450,14507218
451,9913325
452,17429976
453,36677573
454,12777542
455,10499831
456,10119302
457,11923548
458,7128472
459,13037640
460,15323423
461,28219922
462,20908902
463,20046312
464,13838466
465,21675437
466,18680735
467,12492533
468,15456921
469,14897535
470,9420285
471,11051607
472,20326632
473,15395657
474,14128731
475,8307363
476,15361016
477,12659914
478,15819716
479,10433705
480,13907874
481,13962351
482,11170184
483,20774775
484,9973973
485,12479844
486,8204226
487,12128822
488,15520710
489,11884252
490,11886032
491,18373848
492,11061633
493,12576976
494,15697953
495,11593621
496,11433819
497,38130427
498,27114866
499,10330589
500,26373052
501,17722102
502,16378850
503,8925997
504,16130510
505,19671798
506,17686043
507,10693901
508,12396177
509,19290068
510,21781159
511,18141968
512,26179359
513,10971299
514,17996149
515,15044290
516,17477428
517,13362227
518,12011119
519,21143303
520,23314748
521,15370953
522,10892093
523,16006046
524,16562477
525,16239774
526,18562384
527,21130209
528,9092041
529,14404891
530,28986149
531,10328294
532,24323813
533,13327514
534,18126891
535,8580827
536,16787584
537,16582493
538,12093992
539,21876299
540,19638207
541,18116551
542,17610107
543,11714879
544,10484736
545,15778772
546,15734098
547,10052041
548,16144801
549,9632208
550,16787477
551,30040014
552,15332960
553,24041065
554,16348323
555,16648212
556,6657205
557,12410644
558,27532483
559,12154267
560,13534939
561,11429189
562,18581798
563,15325619
564,18954093
565,13356956
566,15069455
567,10983229
568,17890237
569,23093431
570,20573706
571,14879991
572,20815608
573,18988901
574,7942047
575,20130200
576,14215953
577,19930176
578,7969692
579,11765623
580,19243813
581,13506884
582,18338853
583,16058899
584,8931603
585,18476309
586,12373722
587,8721064
588,12452042
589,7526977
590,13489058
591,27031071
592,13456649
593,39116454
594,8318861
595,12698993
596,16577495
597,14271955
598,8360036
599,18974802
600,32559890
601,13587222
602,12546322
603,18809785
604,20766719
605,16566094
606,19651100
607,10683864
608,17041381
609,12774595
610,29538440
611,10832704
612,15783899
613,16276337
614,21087268
615,11470062
616,14383944
617,16534614
618,13869145
619,16679832
620,11185885
621,20658348
622,19344936
623,6105498
624,17152171
625,15488116
626,6786493
627,10975984
628,22237177
629,15143149
630,12232121
631,24290264
632,19886576
633,17221050
634,22580989
635,14395966
636,10865882
637,15495308
638,13534206
639,19152415
640,13523233
641,11799062
642,14403559
643,16435417
644,14590684
645,18494997
646,10067364
647,18635980
648,9139550
649,19446133
650,12119004
651,33732347
652,11920199
653,19069392
654,32815974
655,25814558
656,11503981
657,10123845
658,16913272
659,17473677
660,11162398
661,11617908
662,17581007
663,20840674
664,14479778
665,10351427
666,24548748
667,21257809
668,21543391
669,23004851
670,22880256
671,12427239
672,17767656
673,16994855
674,16546396
675,16133652
676,10664573
677,13108273
678,10256109
679,13250978
680,17997154
681,15253655
682,10456394
683,18782016
684,18085868
685,17168975
686,17395433
687,12828977
688,11246930
689,9057400
690,14811758
691,16152546
692,16670205
693,17479891
694,8483575
695,22448595
696,17937413
697,23613267
698,14706301
699,24627256
700,20857703
701,14299120
702,6597016
703,18946931
704,12176525
705,15450249
706,20428582
707,25246991
708,13499778
709,10105974
710,13876546
711,10717098
712,14166677
713,13371797
714,18011432
715,17895418
716,9857296
717,25455780
718,14618390
719,14169597
720,21738284
721,15098503
722,27301095
723,9575869
724,11489616
725,19586421
726,13410241
727,14633374
728,28326402
729,12681412
730,14650561
731,10496711
732,27000125
733,16605816
734,9765801
735,11231161
736,24592682
737,7822912
738,13699563
739,15727784
740,24366065
741,11186314
742,17304270
743,8047785
744,15335450
745,23144201
746,18515943
747,13253747
748,9845590
749,12874576
750,16961134
751,13477386
752,20428621
753,19389433
754,19088256
755,24869935
756,11093181
757,19726434
758,13687673
759,14395607
760,11556486
761,24533020
762,11604731
763,15506679
764,15999964
765,26653846
766,27060198
767,18275798
768,14198390
769,19695326
770,24446452
771,9823457
772,10095831
773,11353037
774,14982662
775,16495975
776,9642802
777,20821746
778,8553293
779,15307936
780,23128257
781,8082298
782,10364569
783,12787509
784,24329860
785,14690508
786,15223381
787,8968161
788,13572108
789,14255631
790,13419621
791,15111257
792,12440220
793,14974058
794,8081361
795,13431301
796,13544171
797,17064413
798,31747175
799,13679510
800,13824553
801,11551578
802,13272593
803,25054056
804,11035640
805,14936161
806,9647210
807,10306534
808,15267113
809,11716097
810,20447117
811,14117195
812,18067356
813,11882764
814,8471092
815,13909142
816,11233493
817,13479589
818,8697248
819,23887638
820,18032792
821,13001116
822,7696047
823,17429826
824,26417976
825,14847585
826,13286010
827,15906710
828,12561891
829,17336106
830,20098196
831,17159294
832,9298865
833,22389058
834,7838664
835,9609719
836,19963373
837,16728118
838,22973649
839,9272831
840,15590023
841,19308199
842,18384172
843,14978161
844,10243551
845,24443809
846,18500122
847,14897367
848,15005636
849,27365657
850,19241514
851,11163011
852,18687414
853,26481690
854,21418987
855,10952630
856,32426345
857,24546336
858,12988652
859,28450317
860,12750235
861,8956512
862,17989752
863,16198451
864,11669481
865,15149091
866,17310779
867,19633919
868,24706630
869,8432471
870,23046583
871,12677055
872,19063839
873,31112108
874,18251446
875,18223222
876,17333579
877,13345262
878,16999779
879,11073509
880,21103297
881,22690529
882,10470279
883,14332551
884,14176187
885,15393289
886,11671091
887,18522075
888,15992273
889,18503615
890,21116972
891,23106836
892,8815706
893,20811581
894,21689526
895,15502585
896,10706559
897,12350233
898,18916215
899,18096085
900,10673530
901,15935778
902,11509922
903,13835973
904,18177002
905,25980174
906,23298216
907,21272121
908,7866763
909,14959003
910,12026931
911,18016087
912,22630784
913,13538512
914,13264545
915,13792527
916,13269045
917,11731756
918,9552165
919,13248513
920,12610089
921,20951859
922,16324686
923,11372382
924,25430289
925,11852140
926,16674077
927,17699295
928,11954102
929,9494489
930,21423447
931,13819761
932,20050085
933,17818065
934,27307200
935,17400484
936,16111900
937,19247645
938,22530222
939,11854912
940,27832450
941,20510478
942,11924357
943,23828998
944,21705341
945,31360790
946,17372886
947,9104212
948,10969072
949,21435317
950,15904393
951,24947452
952,16256336
953,15097669
954,9815560
955,13751721
956,10232621
957,22738189
958,13480876
959,10752785
960,16322180
961,11583409
962,21708328
963,26314376
964,14485756
965,9261889
966,13348746
967,14146156
968,21034478
969,13978087
970,30954677
971,17601244
972,16918640
973,12932939
974,13701504
975,14369522
976,22679996
977,12893692
978,25781019
979,11729914
980,11868312
981,15462299
982,30966491
983,14235329
984,27909468
985,9397195
986,12676226
987,16464025
988,19048113
989,19863704
990,19814558
991,17736413
992,11478744
993,14781329
994,22445587
995,21132886
996,27710169
997,21103853
998,23526890
999,14218418
1000,21800253
1001,15805100
1002,16168945
1003,22188882
1004,8903130
1005,12628027
1006,18767402
1007,15314078
1008,17240834
1009,9560066
1010,14221641
1011,8852277
1012,19352430
1013,12614914
1014,10940374
1015,18409730
1016,14261204
1017,9512295
1018,18822900
1019,16547690
1020,21572988
1021,35634517
1022,17347866
1023,35889275
1024,21888263
1025,15966690
1026,15422932
1027,11037646
1028,22243459
1029,11933538
1030,11521302
1031,11666866
1032,11297634
1033,12939717
1034,12643277
1035,21245102
1036,16178956
1037,11062260
1038,26503710
1039,19132651
1040,11610051
1041,17186866
1042,14843214
1043,11531576
1044,29500674
1045,17524742
1046,24526196
1047,19576312
1048,17199238
1049,17128949
1050,36006618
1051,22211840
1052,16607878
1053,23984259
1054,23766522
1055,12215426
1056,35185040
1057,15845289
1058,14402262
1059,8330758
1060,10778048
1061,10841716
1062,26212811
1063,16103225
1064,19066637
1065,12998915
1066,8196017
1067,23933669
1068,9075363
1069,9761360
1070,20934769
1071,24239040
1072,11464587
1073,17028390
1074,10945998
1075,14291560
1076,7150511
1077,16406163
1078,29269741
1079,7419926
1080,13282521
1081,15460633
1082,16894876
1083,27765001
1084,20492800
1085,22873500
1086,20065729
1087,8651294
1088,12969113
1089,23922627
1090,26822156
1091,13257203
1092,16717107
1093,26597932
1094,13565685
1095,15623939
1096,27858789
1097,35505911
1098,11322435
1099,26179647
1100,23613753
1101,39933223
1102,10324899
1103,15595505
1104,21053794
1105,21952744
1106,10421382
1107,27687584
1108,12705611
1109,7526959
1110,13047940
1111,12042982
1112,13964276
1113,24992740
1114,16469632
1115,7437874
1116,21793445
1117,19473607
1118,12215323
1119,16579818
1120,24886575
1121,13995185
1122,15764837
1123,7270305
1124,17771757
1125,23601678
1126,15384890
1127,9679002
1128,23028223
1129,10271774
1130,38232446
1131,14282634
1132,21542617
1133,8219873
1134,16315134
1135,18604810
1136,12572596
1137,23997982
1138,22849021
1139,14313847
1140,16578671
1141,14446267
1142,31339683
1143,18285641
1144,12690546
1145,17832585
1146,14102693
1147,9910371
1148,14896298
1149,27252962
1150,16530057
1151,22675200
1152,19671191
1153,23373720
1154,13410772
1155,19827077
1156,15073172
1157,10148423
1158,16716494
1159,12461911
1160,24655068
1161,13660391
1162,14371027
1163,13427422
1164,18801122
1165,15545860
1166,8955892
1167,9904887
1168,22222475
1169,19954324
1170,17768478
1171,20575854
1172,14486416
1173,16691501
1174,19170148
1175,15311334
1176,30555228
1177,23303979
1178,8889950
1179,9484462
1180,16822216
1181,16566272
1182,14225578
1183,16786147
1184,12483469
1185,15458152
1186,19168663
1187,15208694
1188,12755171
1189,11072017
1190,27268217
1191,7893614
1192,34983660
1193,14185303
1194,18609662
1195,18279487
1196,11721941
1197,24003444
1198,25408962
1199,11201959
1200,16710153
1201,15392637
1202,14011273
1203,21694270
1204,24630361
1205,18689452
1206,21735792
1207,10924417
1208,27423621
1209,16447399
1210,7870167
1211,11542470
1212,14232125
1213,15760627
1214,8138066
1215,10217379
1216,23844314
1217,13650269
1218,15256367
1219,18608216
1220,10111515
1221,13108434
1222,24141027
1223,11931763
1224,23824942
1225,20677170
1226,16982804
1227,25748730
1228,15326971
1229,17600810
1230,17912392
1231,12742289
1232,15921403
1233,18831861
1234,16288722
1235,9332084
1236,11131679
1237,13323871
1238,17336219
1239,16739964
1240,14464410
1241,15771441
1242,20312082
1243,31758199
1244,13624939
1245,18307581
1246,8193272
1247,33572190
1248,16221427
1249,15660986
1250,24944646
1251,14277670
1252,11124306
1253,16660539
1254,19009806
1255,14770869
1256,7459549
1257,12755337
1258,7605818
1259,9638462
1260,18612850
1261,21142105
1262,23289432
1263,21968100
1264,10790280
1265,18576643
1266,19806644
1267,21391282
1268,18728916
1269,23429091
1270,18149038
1271,12509906
1272,10068341
1273,14330080
1274,15643537
1275,10227804
1276,26074045
1277,30138096
1278,9448379
1279,13297462
1280,16535693
1281,31902650
1282,13115892
1283,7308789
1284,15030831
1285,11066713
1286,13681438
1287,16707081
1288,39611003
1289,16346685
1290,15740037
1291,12777408
1292,17227254
1293,10332699
1294,20708862
1295,16246474
1296,14204264
1297,12356386
1298,10670651
1299,13378919
1300,13855015
1301,34179009
1302,14758563
1303,11163784
1304,10505352
1305,44203938
1306,17207897
1307,20993774
1308,12337138
1309,11671623
1310,13798178
1311,14338828
1312,8296589
1313,17160787
1314,12808403
1315,6934214
1316,17625363
1317,12819892
1318,11610551
1319,13095816
1320,18346061
1321,11211736
1322,12546376
1323,12713514
1324,7960130
1325,28903198
1326,13080401
1327,10627924
1328,13731387
1329,15013308
1330,19163793
1331,20943308
1332,15689396
1333,11906561
1334,25536725
1335,12493451
1336,12503229
1337,17608781
1338,22861954
1339,24392283
1340,27566402
1341,12059921
1342,17637081
1343,22236903
1344,20944176
1345,17773077
1346,25628570
1347,13825331
1348,23108793
1349,21352810
1350,13019217
1351,19645554
1352,16805238
1353,27135717
1354,10761017
1355,27310399
1356,26445201
1357,13993803
1358,25270897
1359,16856451
1360,12248828
1361,11882132
1362,9086205
1363,25717300
1364,22138317
1365,26614606
1366,17132038
1367,14815336
1368,13936537
1369,16919947
1370,26066160
1371,9915442
1372,27644296
1373,16004406
1374,20107076
1375,10474870
1376,17230056
1377,19400329
1378,18009853
1379,11566750
1380,16422811
1381,9881842
1382,15745227
1383,23154998
1384,27196778
1385,21201727
1386,13937827
1387,14735901
1388,33046868
1389,6752718
1390,15139739
1391,18390505
1392,15851611
1393,14029925
1394,13825443
1395,11746054
1396,21998632
1397,9844826
1398,14620880
1399,12982031
1400,16387142
1401,13185626
1402,24384273
1403,11362279
1404,8748868
1405,23094444
1406,10929667
1407,14741660
1408,13652616
1409,23022958
1410,20287194
1411,14615712
1412,11046951
1413,10112996
1414,18231557
1415,10023114
1416,9795946
1417,22329683
1418,18265126
1419,16718393
1420,21847768
1421,18892170
1422,13706242
1423,26156080
1424,14787115
1425,15961495
1426,24598040
1427,13547174
1428,14424324
1429,16324342
1430,16353263
1431,12021028
1432,10497801
1433,28886493
1434,23027528
1435,15142447
1436,13228241
1437,20509600
1438,16582183
1439,32128449
1440,9884815
1441,18436898
1442,20762633
1443,10998376
1444,10552128
1445,16856998
1446,12819902
1447,27576652
1448,13014336
1449,11632898
1450,10131108
1451,14733773
1452,12974254
1453,13928700
1454,22528828
1455,14143146
1456,16560477
1457,12126592
1458,18115774
1459,23193944
1460,15466277
1461,23586661
1462,16302924
1463,16360365
1464,12941781
1465,11316467
1466,15430476
1467,13499825
1468,18381151
1469,21124199
1470,18768869
1471,20010882
1472,7234917
1473,11586876
1474,15438652
1475,32835830
1476,19400624
1477,11251089
1478,16770433
1479,16925832
1480,16979816
1481,17252164
1482,11751120
1483,9041087
1484,7744936
1485,14314414
1486,20618969
1487,12511244
1488,15532009
1489,19900696
1490,9752412
1491,7118833
1492,11723859
1493,15266151
1494,8903449
1495,9219068
1496,11777717
1497,25336883
1498,13906494
1499,13894062
1500,15902771
1501,7154434
1502,16505830
1503,16200908
1504,14358412
1505,11538319
1506,21202179
1507,9488533
1508,11902504
1509,22087970
1510,19640419
1511,14803927
1512,8516555
1513,13711014
1514,10384497
1515,21960413
1516,20016553
1517,19579690
1518,14531769
1519,22116435
1520,16945544
1521,16743669
1522,13881408
1523,9644329
1524,8690363
1525,15371474
1526,18798735
1527,21388013
1528,11264488
1529,16371593
1530,8206340
1531,13708367
1532,17428065
1533,10646105
1534,7726616
1535,13489994
1536,10878358
1537,17451895
1538,13424353
1539,37107539
1540,15089018
1541,14598647
1542,16920889
1543,20546339
1544,30780409
1545,15569008
1546,17020032
1547,25142848
1548,18978670
1549,27294816
1550,18206621
1551,14074735
1552,17328389
1553,12505431
1554,10499539
1555,19875667
1556,10929097
1557,8176967
1558,11732561
1559,18256122
1560,20181306
1561,14883410
1562,8856045
1563,17754378
1564,11177988
1565,26552667
1566,18068935
1567,15949767
1568,14334311
1569,26896732
1570,15149374
1571,23230372
1572,24453829
1573,9018150
1574,15606911
1575,20163056
1576,23509006
1577,18858005
1578,11427199
1579,16286066
1580,19689227
1581,20014256
1582,11252806
1583,9958937
1584,24983265
1585,21992553
1586,18063604
1587,18095090
1588,8346382
1589,23484161
1590,17357801
1591,22719380
1592,11094598
1593,11988882
1594,11859196
1595,17274975
1596,14850140
1597,16648553
1598,22329193
1599,7486061
1600,18896242
1601,14994258
1602,16680559
1603,15856925
1604,22607453
1605,10537582
1606,26618736
1607,23418587
1608,13193958
1609,8907778
1610,9956270
1611,15574417
1612,16876042
1613,10114829
1614,17935570
1615,15213822
1616,10392437
1617,16370602
1618,11429262
1619,9427193
1620,18178209
1621,10411305
1622,13787657
1623,10874357
1624,11177754
1625,15579387
1626,23262048
1627,11066651
1628,26686703
1629,7120420
1630,15570436
1631,24222318
1632,20282185
1633,17392519
1634,8676492
1635,13979943
1636,11933149
1637,18714426
1638,37417095
1639,14332823
1640,9663433
1641,16331448
1642,9513937
1643,10611492
1644,21204360
1645,11344160
1646,13341468
1647,14559148
1648,14005383
1649,13038067
1650,16554875
1651,9638212
1652,10535198
1653,16323623
1654,10828093
1655,15691737
1656,19639702
1657,34132791
1658,9197065
1659,33112015
1660,13436014
1661,10227583
1662,10686035
1663,18900698
1664,11075905
1665,22493792
1666,10874105
1667,10363465
1668,18535280
1669,9566909
1670,20855090
1671,33969380
1672,14021461
1673,6909785
1674,16543304
1675,14829101
1676,9611716
1677,18938540
1678,12507492
1679,11249757
1680,9529481
1681,19214800
1682,12572205
1683,19703262
1684,27037049
1685,16434180
1686,21186009
1687,12612776
1688,15440640
1689,12646221
1690,7833132
1691,8983086
1692,15223983
1693,11996069
1694,25168653
1695,15273790
1696,23954076
1697,21919985
1698,24455001
1699,24608135
1700,11758711
1701,14528058
1702,20667813
1703,26586745
1704,16027673
1705,13655753
1706,20819285
1707,26096751
1708,10364525
1709,15338208
1710,20086241
1711,17866742
1712,13245629
1713,28879759
1714,6149324
1715,11372791
1716,12529397
1717,21339686
1718,12729120
1719,8922771
1720,21148200
1721,24656134
1722,11162228
1723,11429959
1724,10200939
1725,8111599
1726,11697400
1727,23492347
1728,15861815
1729,13607750
1730,11101957
1731,8520553
1732,15875047
1733,21491937
1734,11845154
1735,15540836
1736,14077546
1737,14499264
1738,18225932
1739,18053416
1740,18879039
1741,8562261
1742,27081748
1743,13671728
1744,8841891
1745,15421897
1746,18378486
1747,17039405
1748,9196240
1749,7418897
1750,11770589
1751,9771635
1752,29153124
1753,17943945
1754,16156142
1755,14322299
1756,20681286
1757,14947115
1758,16816060
1759,16868541
1760,10196764
1761,19578838
1762,15021092
1763,15507366
1764,22166625
1765,9462625
1766,17275782
1767,12433857
1768,12205305
1769,30143325
1770,14687978
1771,13961027
1772,15496788
1773,19121921
1774,14438662
1775,15430862
1776,18309794
1777,22864202
1778,31225265
1779,16118742
1780,16054813
1781,12996722
1782,16781334
1783,11991600
1784,17864871
1785,27101791
1786,13112382
1787,10856869
1788,14539693
1789,15431510
1790,17014407
1791,18213550
1792,14087216
1793,16250724
1794,21413913
1795,14485813
1796,13395155
1797,12698192
1798,13544607
1799,16793483
1800,10649682
1801,17120903
1802,24639477
1803,16681982
1804,19017984
1805,15731363
1806,10230145
1807,11742456
1808,14974412
1809,9213752
1810,19579428
1811,21243942
1812,10414431
1813,13647219
1814,17069831
1815,17730354
1816,31507350
1817,20273841
1818,20414902
1819,8680496
1820,13929936
1821,6558455
1822,18044325
1823,28181989
1824,19336144
1825,13113392
1826,14106592
1827,7411750
1828,12942320
1829,16596680
1830,11358286
1831,17579052
1832,17592182
1833,12761400
1834,8087265
1835,15101892
1836,14447827
1837,13326215
1838,12182752
1839,16043017
1840,11104933
1841,15084192
1842,18276312
1843,15788566
1844,16413635
1845,15496771
1846,26777703
1847,18735552
1848,13874054
1849,23930818
1850,36714977
1851,17005007
1852,22163915
1853,11216124
1854,14960413
1855,15605954
1856,16524721
1857,12797190
1858,14679616
1859,25495978
1860,19598871
1861,16496140
1862,12728610
1863,13192575
1864,11661130
1865,17329203
1866,7933975
1867,9998725
1868,18803055
1869,15718844
1870,17333432
1871,15308174
1872,12040513
1873,30630275
1874,13834185
1875,13819312
1876,11720799
1877,22381063
1878,18856993
1879,10730544
1880,29574513
1881,13445763
1882,16112946
1883,11979530
1884,14175170
1885,16729976
1886,24266211
1887,16609924
1888,8344351
1889,15099462
1890,12912357
1891,19214454
1892,19869826
1893,16061846
1894,18213054
1895,18371688
1896,10475709
1897,25138558
1898,16023753
1899,14960416
1900,10398598
1901,15532228
1902,9739914
1903,17197814
1904,12098963
1905,20100560
1906,12534512
1907,8011748
1908,14487471
1909,15725312
1910,11523926
1911,15496131
1912,10000344
1913,8833311
1914,14802357
1915,17618514
1916,13270047
1917,22164254
1918,15082593
1919,7459610
1920,17325568
1921,27133956
1922,15181558
1923,32785159
1924,17533180
1925,15828629
1926,14394252
1927,17799182
1928,11371363
1929,11071896
1930,20453212
1931,10353071
1932,13797821
1933,12646691
1934,14546712
1935,26018546
1936,21392074
1937,12168789
1938,21522432
1939,11375965
1940,14722309
1941,16348162
1942,11341141
1943,12902934
1944,23038471
1945,12913190
1946,18596161
1947,16600866
1948,15235052
1949,10557396
1950,15636403
1951,14279572
1952,10769615
1953,8320452
1954,22438594
1955,16587393
1956,15848556
1957,11044161
1958,11555028
1959,27787338
1960,9059598
1961,8439131
1962,14130177
1963,12054456
1964,9066553
1965,11895551
1966,17309566
1967,7809677
1968,10541254
1969,19969146
1970,31676436
1971,13706032
1972,14380321
1973,15402397
1974,8340498
1975,16423065
1976,33367978
1977,30154978
1978,11000286
1979,31943634
1980,11426916
1981,14023496
1982,14457450
1983,24614420
1984,13941218
1985,14121127
1986,10520022
1987,16810601
1988,26568809
1989,16403598
1990,14599254
1991,16040900
1992,8606078
1993,20805860
1994,25006572
1995,13596523
1996,11977402
1997,15953911
1998,13081028
1999,12340129
2000,12269387
2001,12435359
2002,34563831
2003,20793558
2004,13236528
2005,18718438
2006,13487730
2007,20001528
2008,16856079
2009,26715012
2010,23536708
2011,13025604
2012,31638632
2013,20497666
2014,11773821
2015,22725056
2016,18369110
2017,20564015
2018,15307521
2019,14903220
2020,10983991
2021,12142954
2022,25277364
2023,9445934
2024,30215383
2025,19145755
2026,13629158
2027,8649325
2028,11844713
2029,12829396
2030,8165367
2031,18991718
2032,11357806
2033,20902070
2034,16172526
2035,15432881
2036,16675008
2037,20810464
2038,10831074
2039,20223496
2040,14608820
2041,6794948
2042,10428312
2043,21642384
2044,12582398
2045,15049497
2046,29454750
2047,7097114
2048,19952278
2049,13605847
2050,12355475
2051,13293508
2052,28771588
2053,13696588
2054,10850812
2055,15091701
2056,17533393
2057,19514331
2058,12245059
2059,28764230
2060,13727279
2061,14354973
2062,12965527
2063,18120637
2064,11659016
2065,11153921
2066,18971097
2067,12962778
2068,20835393
2069,19533737
2070,34481773
2071,17792480
2072,13329629
2073,13118793
2074,13023644
2075,12935000
2076,40910109
2077,25763180
2078,18871430
2079,18790750
2080,18337297
2081,9072695
2082,15420100
2083,20644476
2084,24121665
2085,14170695
2086,12874880
2087,27456532
2088,12112419
2089,10260929
2090,16503581
2091,13776571
2092,9000986
2093,21080945
2094,18327083
2095,15589407
2096,17655116
2097,9280180
2098,7373091
2099,10524378
2100,22204732
2101,13675943
2102,29673147
2103,31034091
2104,14405737
2105,30098490
2106,9962332
2107,33787328
2108,12799371
2109,12392003
2110,10783721
2111,9737449
2112,8078054
2113,15242840
2114,17781616
2115,21701234
2116,16938117
2117,19239362
2118,24136806
2119,14628974
2120,15660073
2121,32148781
2122,11908574
2123,19182290
2124,16086611
2125,14756402
2126,19322154
2127,16184665
2128,10991292
2129,19774997
2130,10021480
2131,18344254
2132,12690560
2133,10209442
2134,12824186
2135,12992768
2136,13540373
2137,20925615
2138,13875482
2139,14119472
2140,22446147
