index,price
432,13027438.903111974
433,11640039.572498122
434,10809979.754858445
435,15080564.199710948
436,20396909.695824843
437,13659196.699080933
438,26468788.74413071
439,15699513.062350867
440,15166005.843463335
441,15801457.576058676
442,25456225.29114268
443,16345025.121770337
444,14590016.985420842
445,10053614.256471142
446,13131924.456386445
447,10123680.418534659
448,23754027.48231603
449,15505351.446078941
450,12862083.008923484
451,27408845.42527546
452,21583524.93778626
453,15969789.616619326
454,20440809.80569776
455,11019478.46254789
456,14517983.776223402
457,12508965.465862473
458,16292414.017356128
459,13394343.033700828
460,19789270.790363535
461,28957312.018194187
462,13662313.282054648
463,10900436.877660356
464,17046754.368608475
465,16559938.394200861
466,20094151.918963686
467,13719079.747924851
468,19523269.29626478
469,12211716.717336142
470,14183964.734855028
471,9777613.447493806
472,8666898.088565726
473,15401826.10059311
474,21058776.793344926
475,10502812.671365624
476,19768582.159908008
477,22427906.792042
478,18246775.385093283
479,29836640.526438233
480,19368645.761335738
481,15577564.198598042
482,16024194.419277156
483,17904651.3828379
484,16172441.326233773
485,28346447.47853467
486,19351311.349204898
487,18579040.7810345
488,12003666.697308725
489,14506806.918138616
490,7598088.790095775
491,16816827.337501496
492,12694871.061703907
493,12542058.58834275
494,16289997.464094134
495,9334665.893322278
496,15234823.464789053
497,31705307.25638418
498,14269969.25310012
499,12038708.404599821
500,16039849.444650654
501,18809589.700728428
502,8993933.831423739
503,11311169.265658528
504,9446094.895452267
505,14534607.03987216
506,18592028.620868497
507,15807627.442166723
508,12226844.758617057
509,12081862.419401357
510,21388743.954644743
511,15569128.810257291
512,22349630.780497473
513,9863093.328357004
514,18391833.88530948
515,18424124.74630945
516,24400324.061407022
517,14834009.539091457
518,22807841.269029398
519,5484829.697945553
520,9845042.088145006
521,11253448.846242137
522,15131343.043406531
523,26035104.19754834
524,15137883.515054058
525,19116647.10404063
526,13353872.130903108
527,9402232.448228212
528,12804195.270229388
529,18164244.893962447
530,15611037.294370502
531,17588813.053236004
532,21530708.99158336
533,20486355.475216378
534,12241906.604366953
535,13106452.634210778
536,10959693.770827439
537,11830212.46007003
538,25347649.686917786
539,12914919.71928207
540,17399140.222283766
541,15457689.659349602
542,28233187.10878008
543,9013548.386520373
544,10719448.655420497
545,13113465.11954249
546,29867495.045136794
547,16727477.589298144
548,11331510.556935878
549,23831051.21708242
550,15923771.58589158
551,11136417.96515678
552,16826877.344497282
553,12013474.909202086
554,16944377.870024014
555,20049932.957869638
556,8377698.614653112
557,14124472.330681438
558,22009365.015504725
559,6286389.247304349
560,12712755.537920376
561,17602033.97007594
562,7259873.0212972425
563,20298846.22871962
564,9853581.530372722
565,16344855.03033162
566,18645989.19648675
567,14733953.767186997
568,10293863.829380153
569,13313346.652942099
570,25149497.308777016
571,10075801.529493744
572,15202380.838313239
573,10503771.445437515
574,16630135.491774283
575,14376714.726156462
576,21305759.47450061
577,18251006.489054
578,8563956.597971374
579,9563822.367733527
580,25009992.013059262
581,24232052.60370157
582,12432177.098339783
583,13305180.870891655
584,22966291.96457563
585,11156625.43218759
586,9088814.657993589
587,17220578.6812359
588,11727891.86644997
589,23456532.936172627
590,17949796.2474056
591,14363222.264613817
592,20337834.6860156
593,16046776.370094556
594,11672051.38350316
595,17150266.704882883
596,13272898.365223639
597,12394230.816843757
598,25620148.344838947
599,10452717.075504437
600,8046243.294389166
601,11357372.864248069
602,15209081.202908069
603,7798862.775079147
604,10685438.222163491
605,17360979.996253822
606,14540984.976758994
607,9999905.979602084
608,16798995.09266922
609,14854722.950185752
610,12664304.240038034
611,12191580.645628639
612,16550085.930158759
613,22953772.88478274
614,18093686.369412005
615,10424989.272322051
616,14131176.164914588
617,17402062.329191383
618,20901794.509762686
619,18727681.353095558
620,18016082.21714238
621,17741676.718148742
622,11485156.98619053
623,23068869.24731473
624,10322919.69273267
625,25439742.274530303
626,16758301.811756542
627,24539105.779882096
628,23210233.453576326
629,11701835.74325638
630,12289952.676353324
631,12421127.28939508
632,15475572.397708898
633,13259244.814111197
634,19934273.62128
635,15472572.500029797
636,9923522.02683143
637,19260898.644979373
638,11034615.305838691
639,14225104.031885294
640,9153327.494447002
641,13814079.158831626
642,18309969.728294827
643,15692292.404071525
644,9896871.396642515
645,18819324.399383307
646,20737472.582970776
647,22190479.90591017
648,13838159.381168326
649,9525597.436018549
650,10742241.534551585
651,13265161.755443174
652,15955844.78652459
653,23947592.008299626
654,22285754.64210225
655,17895803.80690638
656,9789818.762181897
657,27290983.034733422
658,29199039.70076173
659,11052223.816960197
660,8584927.692025794
661,17674012.55201486
662,9052730.778699242
663,10914948.523312798
664,23106346.785317075
665,20551448.344096426
666,31494614.490000438
667,25257983.617519572
668,20071701.56246339
669,15841074.017677188
670,16167116.00946676
671,14922806.001865864
672,14789937.047807202
673,13202466.556155207
674,11403276.543702245
675,16519084.390628591
676,14672206.272538586
677,21015291.97603771
678,15085678.032690424
679,19638457.76738932
680,10398094.906314986
681,10705005.316086726
682,24629880.75154928
683,20357663.571466424
684,17567167.002459377
685,15584087.396236228
686,18787419.176476937
687,15010636.973976025
688,18618771.36867829
689,11025387.065111822
690,13066249.097216828
691,23440148.263636135
692,14809549.747624254
693,14644345.142169781
694,12696094.008675057
695,13646426.879530566
696,9789558.053558355
697,23516231.0571414
698,23254100.319568355
699,13441905.24529606
700,6720101.57967232
701,10950109.206302939
702,13507102.339292768
703,14375323.41621557
704,13492600.287945183
705,20790866.203355405
706,9787558.756447649
707,10191846.658435222
708,19702951.628985375
709,13449391.292480862
710,10172700.675962934
711,13465649.01405525
712,15409720.112446317
713,10594347.079069734
714,18069884.063654646
715,18428931.050496172
716,31855542.04412461
717,13641969.00470381
718,13443280.518665133
719,14918391.004473824
720,18309932.71820798
721,17111574.026341386
722,18317136.380433023
723,11047737.587943567
724,10487666.814585535
725,11895089.529029999
726,20111686.423290774
727,17393671.783568125
728,10021676.97819783
729,11516170.342221772
730,13505159.078065628
731,13938314.472316667
732,11274230.534918673
733,8393159.566639993
734,14757413.491979277
735,8808648.83822135
736,19928872.20605958
737,9980481.471389119
738,6179426.086219439
739,16480854.932642445
740,27461037.6147219
741,13527056.976019247
742,16256710.08184053
743,16207533.362765603
744,11518995.84035987
745,11991416.518024553
746,10207673.8838967
747,8554087.824007036
748,7475509.380534887
749,18535629.53088446
750,15577293.920494333
751,9771652.582094315
752,27081253.825403553
753,21378437.741230816
754,14716924.257796105
755,9296111.732945142
756,8988647.432399264
757,19311946.810467843
758,31121547.90013207
759,21034163.054475397
760,15330140.174319258
761,12173163.425184397
762,21110434.173095472
763,10898034.314887216
764,21877254.334383704
765,17580291.894326124
766,23094881.436044954
767,10320066.515758365
768,29803611.770952336
769,12143127.431805754
770,12058584.19634175
771,13708860.777585162
772,20177376.86478926
773,9939016.935123615
774,13977106.996834727
775,12639705.730938846
776,9571877.659278847
777,13084937.3083097
778,15351973.595057912
779,16640056.039303176
780,20183353.576646432
781,25905214.93551516
782,18806815.583267123
783,11947747.712610539
784,15272181.145875022
785,8308790.093501496
786,11964706.259371156
787,9328796.797290811
788,14796486.717108844
789,14239136.83956663
790,34705635.79450407
791,21043202.61716992
792,19948057.717400707
793,17906210.29338573
794,15752177.19184709
795,16386998.408751143
796,21658395.21350372
797,12675584.179286988
798,6694936.323886828
799,14418650.673964031
800,12536729.059990332
801,17688825.990036294
802,16436788.461208599
803,8415276.55150107
804,31663277.541848917
805,10810049.282787947
806,35336245.828089185
807,12680298.343291081
808,13167278.864355063
809,10225949.291939514
810,27751614.632555395
811,11471678.724228755
812,20140909.725003697
813,11721498.384878892
814,16784950.421397746
815,17512497.439072553
816,8310918.243257912
817,9202404.611376705
818,14616385.526069961
819,12418149.08044585
820,15296372.81181023
821,11000658.022457197
822,12092677.364173321
823,13731141.657960953
824,18984793.150851518
825,16802760.11797644
826,12147022.379800616
827,25036174.526104297
828,11478302.288340785
829,15350371.679239789
830,13009779.768705599
831,13912753.321974052
832,23756581.409905396
833,32719210.24498198
834,27227558.078345444
835,15328934.127317885
836,20604031.989607144
837,13002883.95833779
838,22322024.921728283
839,17499638.991521902
840,9467521.604196172
841,24624741.84243646
842,11874079.957646357
843,15864658.579602083
844,20166786.26669767
845,9414178.367790313
846,6308894.185847744
847,25701027.884418976
848,15326894.42347791
849,14322301.897975996
850,20372426.122826755
851,22870843.164624147
852,12052544.679424156
853,26748393.69358139
854,11990938.626269305
855,15089184.67184487
856,16855300.494194135
857,21196174.86767569
858,9704866.295497341
859,9860147.348937817
860,30242261.973947164
861,22871930.3496953
862,20658767.053718276
863,13893743.91854238
864,16801611.790684808
865,27062955.79256734
866,18199373.119924143
867,11683693.97043901
868,16911624.303905975
869,17585206.67062182
870,9240021.435727915
871,19340397.613843396
872,13563744.921022499
873,19681948.389772266
874,10645808.720518101
875,20040824.485363625
876,16199330.72896873
877,16263880.626049027
878,12919603.894539816
879,19191154.746219877
880,18182528.146893848
881,11815896.907480152
882,27508107.6398739
883,15337280.299422817
884,13702166.597293539
885,12597734.569240935
886,13136524.949004333
887,25892486.254411887
888,11323680.307762947
889,31093074.405558776
890,12584432.5498381
891,21693826.101637226
892,14381248.187736953
893,10279281.336326169
894,12455257.349972071
895,12987924.813483464
896,12238201.6462707
897,5777605.702679794
898,8436852.83253027
899,20917929.23211552
900,24824363.51580804
901,17000060.883759797
902,14029656.08644675
903,15285641.977319771
904,9319284.455327408
905,14833899.80899191
906,13976344.612599354
907,9120237.119741589
908,23803714.92177368
909,20275157.768921267
910,10594603.612616464
911,28817754.897735484
912,15938231.200753134
913,12790838.199086377
914,31127535.752165243
915,18233464.88643953
916,15235353.7080508
917,14486549.065778997
918,26114463.293481134
919,13885708.557527862
920,12950779.067265615
921,12486541.13960475
922,30847700.429485716
923,13843673.855820568
924,18846068.280509163
925,12988832.074632578
926,11385680.15198123
927,10448433.355828002
928,20014520.460682016
929,25478748.56782366
930,13783997.957684314
931,16991613.10765461
932,22971648.496435795
933,14514232.698859962
934,11594338.305711016
935,16788130.38079093
936,19753356.36690043
937,12322830.996851617
938,15334605.186708884
939,8645571.162305951
940,27790196.898653902
941,9890160.975381725
942,15999609.621432073
943,18265875.811971903
944,19919151.381066326
945,12399810.17392282
946,14113524.928622616
947,23739356.88437316
948,10368319.740563577
949,20208928.183027435
950,12804342.728873538
951,12942353.864979807
952,10423233.013203986
953,9938753.776917066
954,20466463.1215609
955,18790289.571438413
956,14326826.53172685
957,14690317.614790343
958,22885810.254298747
959,15231626.392290536
960,11549651.16658922
961,10363709.847256264
962,14116943.676569328
963,18813018.66643056
964,12336427.30131758
965,14608552.63243194
966,27651465.5504917
967,24533794.559561137
968,8014132.602857884
969,17671790.915389366
970,12956855.247237204
971,18011241.26041931
972,11148167.46910582
973,11033460.100780254
974,42841268.66263867
975,35298335.56914588
976,11901683.75318894
977,18527704.312219363
978,18991127.275581524
979,13201345.220455557
980,24632523.51226979
981,17239679.020037703
982,12733311.431810616
983,10749684.767628146
984,12556350.569710081
985,14304975.654639868
986,25763764.29565563
987,14537627.022774613
988,11258020.440984078
989,15255505.683033792
990,28970339.206989363
991,30620920.04949596
992,9626586.098025251
993,22531862.08657547
994,16675888.845937613
995,12411720.084499288
996,9908185.843401218
997,13445677.974610694
998,12187081.890401447
999,16086371.462222831
1000,12631764.408669496
1001,21017108.56148769
1002,18580555.69204307
1003,9493606.319091091
1004,11839843.438109396
1005,22713153.245533314
1006,9453359.45307487
1007,29387422.238360137
1008,22054229.639918037
1009,15497203.961086629
1010,14429428.51551107
1011,15936654.59216269
1012,12755646.857513648
1013,10226398.050993424
1014,14127238.366660394
1015,21431814.114089392
1016,26104089.21172229
1017,12778391.164929459
1018,19767311.0290563
1019,14133489.557701223
1020,10744376.533440098
1021,17372297.51140513
1022,12830368.179771135
1023,10856410.56864791
1024,20705784.53716407
1025,32759658.45320639
1026,19580734.745225117
1027,9565664.438558755
1028,10808827.971698347
1029,9365917.854321426
1030,8830054.643008342
1031,18935040.946612448
1032,8685980.606618263
1033,12172157.857875628
1034,12847230.413677022
1035,19040071.137820523
1036,11354343.289659316
1037,14308994.219376322
1038,10712093.467621898
1039,15161618.724015785
1040,24556528.83672969
1041,6468988.859790182
1042,15868828.463623215
1043,13963510.298184782
1044,19182996.496434707
1045,14158326.301887445
1046,8429588.375607597
1047,16042317.524806913
1048,10192841.972594026
1049,16481846.171380645
1050,12476594.82723458
1051,11612251.482682053
1052,10855185.322843455
1053,16425069.864793804
1054,8888612.620633962
1055,25543184.751003347
1056,7392970.063541705
1057,25901906.268258676
1058,18492804.777011286
1059,14033674.551771393
1060,25982899.949611384
1061,8957646.512038426
1062,10521785.036406046
1063,10952546.688966084
1064,17929952.916502796
1065,16240430.142403143
1066,18906935.1108965
1067,24851769.414218113
1068,11847219.013774341
1069,10450838.543862773
1070,12486054.925110528
1071,17399387.38559983
1072,21864168.15186173
1073,9243200.860091694
1074,10356023.814158456
1075,14639350.234592168
1076,11870649.638151731
1077,20062967.849638894
1078,30235775.176669523
1079,19301787.137847256
1080,17243184.63615774
1081,28595939.97652846
1082,7791836.883030613
1083,26721060.212475825
1084,11658805.150564598
1085,27212463.76544856
1086,14498952.818973584
1087,16837501.848082535
1088,22705832.51846849
1089,20347644.72186093
1090,34810300.67020061
1091,13324562.150050601
1092,14685034.224863566
1093,18000121.455747202
1094,14903749.99988591
1095,7919988.38744042
1096,16759567.959176643
1097,24966511.632788677
1098,20162268.23768005
1099,12988242.903580712
1100,11887393.375268957
1101,18639271.197578907
1102,18157350.93492366
1103,14831326.143342244
1104,30201036.323957946
1105,7454736.988999895
1106,12850142.145304741
1107,36644873.37634064
1108,24395905.78669162
1109,14905429.148487298
1110,27972894.12052456
1111,18332196.72578221
1112,25676723.091180276
1113,10316478.406957308
1114,15268719.162140725
1115,19783004.007178422
1116,18493585.254559133
1117,12965438.021683952
1118,8603065.499459058
1119,14483458.472687662
1120,11406844.252500182
1121,17777892.051449213
1122,17162596.927202437
1123,11389015.173651826
1124,8712785.526160784
1125,19489833.328491796
1126,14001102.632220032
1127,11489926.629423378
1128,12329136.787853887
1129,20693791.142471947
1130,17341973.51764842
1131,13638924.932183236
1132,10801282.369874986
1133,10394082.957052765
1134,12345929.661122587
1135,12918169.459794145
1136,14809098.546145475
1137,18330474.54781398
1138,13276809.458882423
1139,10470640.192251485
1140,12050333.979201743
1141,22728284.254288018
1142,20079431.541735988
1143,14477304.409418464
1144,16219858.791105885
1145,14692578.014151387
1146,18445248.69053529
1147,13693388.828473546
1148,9310614.228684759
1149,15323921.130612878
1150,9464114.678601082
1151,20059697.15184203
1152,21935254.11189682
1153,11892966.954521725
1154,12918358.104451861
1155,7442704.997060113
1156,17438868.530505452
1157,10962054.457021423
1158,14235909.94130142
1159,14158109.030405428
1160,10522258.58241419
1161,10902439.81565035
1162,25112548.445253547
1163,18574142.206839148
1164,21284772.197766323
1165,14651652.433347333
1166,19692341.61298528
1167,11921959.502819192
1168,17629522.30912595
1169,22616668.48190511
1170,16312213.002747122
1171,17501880.043368585
1172,11573931.704846138
1173,24127073.300330695
1174,14976265.68831367
1175,14273011.960488925
1176,20100768.02203317
1177,14596312.156715931
1178,14945798.23911409
1179,18667733.280456644
1180,21678881.843392413
1181,7680758.086766389
1182,15766043.446702708
1183,18512574.298621435
1184,11964166.995792687
1185,20778816.290266376
1186,14917286.90362556
1187,8285979.360880345
1188,12667417.400322868
1189,10805031.230742263
1190,17719525.468294136
1191,13250147.992730262
1192,11288435.090660723
1193,13480608.036028195
1194,7274634.11035585
1195,11804779.82930897
1196,15005227.720267266
1197,12782390.113903262
1198,16741157.042871857
1199,15278523.832182575
1200,18608486.97531733
1201,18438153.7788677
1202,11584050.88704823
1203,21101143.166729365
1204,13995728.144835288
1205,11836000.847000217
1206,25409394.086409185
1207,14627022.241777102
1208,16609721.446576165
1209,21449047.737752147
1210,9230809.036322223
1211,18164948.82362499
1212,23155372.324089445
1213,13871666.536470378
1214,9449046.403947646
1215,21645755.217192654
1216,12178603.920568023
1217,15378340.166237336
1218,34492567.566811
1219,13743433.533506189
1220,9289806.896221213
1221,22035617.097263042
1222,19680553.763848413
1223,18081185.62150606
1224,14116760.317691209
1225,11168381.444494303
1226,14769580.723979766
1227,12694202.775958544
1228,15809352.328580933
1229,20536203.948275454
1230,16389134.026793098
1231,16651812.731926935
1232,8477331.40529578
1233,13627280.076486498
1234,14765433.63906189
1235,23638941.690209962
1236,25545243.685461316
1237,15632615.964376815
1238,20635602.92271387
1239,12863595.393171972
1240,17979747.535818744
1241,6677396.612650272
1242,9718524.665566752
1243,28193997.57082507
1244,13857050.978753986
1245,17195627.08665952
1246,16061173.39473399
1247,23685321.969185267
1248,17561637.97938915
1249,28084866.494870763
1250,18362334.87672253
1251,8595040.181474729
1252,14834857.361384694
1253,11047429.581553817
1254,19135122.53854732
1255,12850161.171864819
1256,8388115.736899263
1257,15895168.842169734
1258,20070872.2403264
1259,12227530.912342543
1260,10062791.251889901
1261,21540774.060290325
1262,16807385.54669402
1263,18519084.628062245
1264,14530234.667619072
1265,17942251.277102023
1266,18721890.184111815
1267,16676546.40090922
1268,16218366.216963965
1269,20169559.282109715
1270,26526503.772191886
1271,30458958.175982103
1272,19215346.46805458
1273,11492527.816527529
1274,23559445.334407642
1275,13506167.352065427
1276,19921818.41514753
1277,19254634.052936267
1278,19826376.27909398
1279,12096331.732435547
1280,16916156.14729725
1281,14553918.787350029
1282,11360081.649874073
1283,24411786.35997629
1284,16647620.834993022
1285,32056996.00129974
1286,14357539.1824142
1287,9999935.648581026
1288,11493018.849933282
1289,13676474.27107027
1290,20580282.413623724
1291,11506068.967697145
1292,21507272.83753682
1293,25755057.762861803
1294,37350634.823785685
1295,13276465.545149805
1296,24731889.38798141
1297,10675376.846638449
1298,9921324.779128134
1299,6339798.396351649
1300,13794364.801348003
1301,17280505.989271868
1302,10411955.493174018
1303,15235391.12858324
1304,21501722.320308514
1305,8488462.538345294
1306,16686092.406247625
1307,15116625.619158488
1308,26513419.1121548
1309,9779415.476232626
1310,12310510.708291378
1311,17106592.087375496
1312,27733043.64979654
1313,11479694.099698106
1314,27474355.288033325
1315,12303181.268025259
1316,18809135.508374177
1317,21977150.663561463
1318,13562739.036378926
1319,12495176.007860756
1320,8484539.340751892
1321,15242959.047145817
1322,15373785.32273221
1323,13644679.473885642
1324,14716044.041361067
1325,21882447.389857966
1326,13556122.022262173
1327,10226324.918394139
1328,11692889.332751432
1329,15650568.535555571
1330,30509237.790760674
1331,16870883.327838633
1332,15996031.272148717
1333,24667675.01978342
1334,21843114.379431732
1335,21444280.673626058
1336,7730708.775666945
1337,11769034.02984575
1338,27680367.460650466
1339,10877812.526440956
1340,15803597.77551619
1341,10134064.168739377
1342,14948362.761653947
1343,14546210.899346758
1344,20025405.068658493
1345,15926678.036370112
1346,31404978.166263826
1347,14815158.719994921
1348,15637049.659056468
1349,27435484.849267177
1350,20114892.154396344
1351,7159076.765010216
1352,24767740.10699488
1353,21076004.759556472
1354,15825356.006958913
1355,31382915.350409545
1356,10669700.195459073
1357,20827972.998044077
1358,18362062.0452375
1359,28229309.38551489
1360,11528679.457559519
1361,9473673.51348485
1362,21127094.785197847
